Signal,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MidGamma,Word
31,202,495,880,1145,1624,2912,3816,4663,high
25,219,495,906,1158,1668,2200,3574,4629,high
28,214,599,865,1117,1561,2268,3934,4811,high
9,237,530,854,1152,1628,2423,3532,4817,high
25,186,538,862,1114,1578,2654,3796,4898,high
34,250,519,893,1132,1562,2882,3777,4933,high
29,204,655,900,1147,1561,2575,3775,4853,high
43,263,531,909,1138,1590,2921,3584,4702,high
29,198,618,883,1146,1634,2906,3557,4614,high
45,248,616,907,1162,1650,2704,3584,4970,high
20,258,657,897,1122,1555,2275,3510,4691,high
22,254,619,886,1126,1622,2770,3846,4669,high
10,248,627,880,1116,1627,2671,3561,4967,high
27,266,526,917,1149,1589,2593,3580,4674,high
34,218,588,898,1160,1671,2900,3968,4615,high
14,238,616,904,1114,1602,2503,3632,4797,high
24,239,514,893,1107,1631,2633,3627,4919,high
43,209,523,859,1172,1642,2248,3740,4968,high
20,263,637,857,1122,1645,2431,3725,4857,high
38,240,533,890,1107,1661,2711,3829,4643,high
24,225,652,879,1174,1620,2874,3800,4853,high
33,198,576,885,1131,1666,2266,3859,4601,high
34,271,517,904,1175,1628,2487,3859,4950,high
37,240,675,880,1156,1561,2661,3958,4953,high
21,203,646,853,1101,1654,2916,3567,4640,high
25,227,525,881,1139,1595,2321,3927,4671,high
35,182,654,854,1125,1589,2757,3554,4678,high
34,72,390,795,1035,1414,1855,3241,4452,low
22,67,378,761,1060,1400,1922,3117,4436,low
29,91,375,794,1097,1355,1926,3100,4491,low
29,62,378,767,1025,1484,1875,3127,4227,low
12,78,374,764,1048,1374,1989,3296,4453,low
9,74,398,799,1024,1387,1875,3261,4396,low
42,94,390,753,1015,1433,1801,3113,4446,low
30,92,357,798,1024,1439,1817,3129,4284,low
9,58,362,751,1096,1379,1869,3214,4378,low
14,96,385,769,1098,1374,1893,3229,4187,low
37,83,368,783,1064,1340,1989,3182,4202,low
46,89,400,791,1057,1368,1802,3270,4286,low
27,72,353,766,1034,1367,1976,3293,4416,low
10,88,363,799,1059,1372,1858,3149,4385,low
13,97,350,758,1069,1437,1902,3249,4117,low
17,86,399,789,1046,1311,1800,3185,4426,low
13,64,383,800,1036,1409,1946,3140,4156,low
37,66,364,752,1052,1383,1960,3276,4293,low
36,64,395,793,1019,1433,1860,3131,4107,low
24,56,381,786,1086,1330,1933,3165,4203,low
25,99,352,757,1012,1458,1950,3155,4105,low
26,73,368,767,1077,1384,1965,3255,4160,low
34,78,374,777,1031,1316,1813,3172,4486,low
22,78,385,778,1002,1301,1921,3291,4281,low
11,70,376,765,1038,1360,1909,3126,4197,low
36,98,361,759,1004,1349,1918,3139,4299,low
11,56,366,766,1068,1461,1918,3150,4414,low
36,100,380,787,1092,1391,1818,3194,4331,low
9,63,393,756,1040,1305,1830,3132,4276,low
12,85,371,775,1059,1389,1890,3205,4239,low
24,138,516,873,1081,1470,2355,3530,4609,mid
23,148,343,855,1127,1513,2348,3674,4465,mid
7,111,346,893,1104,1508,2352,3534,4458,mid
19,107,398,847,1125,1514,2350,3702,4408,mid
10,136,499,877,1083,1457,2297,3628,4474,mid
44,134,461,859,1080,1490,1977,3643,4400,mid
26,195,511,895,1112,1569,2083,3471,4568,mid
38,101,437,898,1116,1510,1904,3309,4640,mid
29,113,489,867,1120,1564,1916,3492,4690,mid
33,185,447,856,1082,1584,2041,3383,4620,mid
16,98,355,842,1121,1477,2017,3671,4501,mid
35,191,508,861,1113,1566,2003,3209,4532,mid
7,96,366,858,1121,1554,2181,3594,4416,mid
24,164,352,889,1112,1498,2318,3375,4580,mid
47,128,498,841,1097,1566,2050,3375,4424,mid
12,92,453,878,1106,1528,2096,3683,4511,mid
21,194,371,883,1118,1584,2071,3617,4559,mid
17,150,508,892,1107,1595,2064,3335,4696,mid
39,109,497,842,1084,1549,1987,3392,4592,mid
42,97,438,847,1119,1574,2389,3542,4434,mid
46,170,449,872,1087,1497,2373,3396,4698,mid
29,180,426,846,1098,1560,1963,3712,4452,mid
25,108,455,855,1124,1561,2110,3213,4633,mid
28,117,457,890,1080,1559,2377,3510,4602,mid
10,165,395,855,1115,1595,1952,3720,4460,mid
30,191,391,886,1107,1468,2345,3531,4664,mid
14,88,402,871,1120,1475,2015,3257,4687,mid
42,167,447,863,1128,1576,2392,3478,4405,mid
26,100,349,841,1106,1486,2186,3607,4662,mid
36,148,330,841,1108,1501,1964,3776,4610,mid
14,218,583,850,1146,1609,2885,3724,4687,high
41,264,653,912,1126,1583,2400,3572,4852,high
34,214,643,880,1102,1660,2611,3589,4921,high
7,186,606,863,1137,1602,2323,3667,4875,high
29,191,631,906,1102,1630,2531,3944,4904,high
22,217,501,910,1163,1596,2445,3937,4759,high
11,245,499,851,1169,1640,2443,3558,4960,high
9,216,622,906,1166,1599,2772,3957,4692,high
8,191,508,875,1121,1563,2230,3736,4884,high
26,223,504,866,1110,1606,2492,3640,4732,high
39,267,515,870,1119,1642,2352,3920,4643,high
34,226,535,877,1116,1667,2582,3849,4755,high
41,216,626,861,1160,1665,2237,3612,4713,high
17,223,585,913,1135,1633,2627,3879,4867,high
46,181,578,868,1150,1558,2954,3587,4796,high
38,270,604,868,1153,1609,2527,3915,4698,high
35,209,564,916,1136,1618,2665,3918,4664,high
22,189,639,898,1117,1591,2223,3872,4733,high
47,223,554,873,1139,1673,2328,3580,4610,high
29,180,482,866,1120,1573,2467,3676,4714,high
26,210,484,916,1141,1555,2582,3952,4656,high
32,247,606,916,1139,1659,2391,3926,4788,high
28,228,653,919,1121,1634,2706,3953,4650,high
28,258,671,910,1165,1623,2681,3943,4892,high
18,188,598,899,1145,1671,2810,3576,4648,high
7,244,538,885,1153,1639,2881,3813,4668,high
34,221,585,860,1122,1562,2475,3839,4927,high
42,196,489,866,1108,1673,2696,3598,4847,high
46,193,501,922,1146,1551,2351,3658,4848,high
47,254,576,880,1103,1581,2259,3549,4905,high
24,60,377,781,1025,1428,1827,3118,4452,low
20,85,397,799,1023,1369,1976,3268,4194,low
26,89,394,751,1011,1448,1800,3259,4274,low
21,96,386,754,1098,1482,1853,3121,4469,low
19,81,394,776,1039,1436,1874,3179,4477,low
29,100,368,789,1066,1489,1950,3187,4137,low
18,86,360,766,1070,1430,1938,3160,4232,low
31,78,355,773,1046,1369,1909,3145,4337,low
24,97,385,786,1002,1464,1962,3203,4329,low
15,91,380,787,1043,1454,1984,3229,4435,low
41,67,396,784,1085,1316,1826,3202,4137,low
10,86,389,755,1051,1444,1826,3141,4294,low
26,54,400,765,1035,1412,1990,3226,4308,low
27,62,372,754,1020,1354,1828,3214,4353,low
24,75,396,791,1041,1365,1827,3204,4228,low
7,96,355,798,1040,1449,1925,3163,4386,low
22,83,396,769,1090,1355,1814,3181,4357,low
9,97,368,765,1038,1463,1964,3193,4321,low
12,82,370,795,1050,1307,1926,3281,4325,low
24,57,382,786,1060,1445,1915,3167,4385,low
33,87,398,796,1062,1389,1869,3176,4360,low
24,82,386,758,1068,1318,1984,3186,4330,low
17,84,380,756,1002,1472,1989,3221,4122,low
41,80,358,763,1091,1353,1878,3262,4180,low
31,96,380,771,1001,1397,1835,3241,4222,low
42,80,380,759,1037,1396,1948,3272,4116,low
7,87,352,755,1049,1332,1900,3285,4387,low
9,68,361,772,1033,1348,1896,3274,4353,low
29,98,381,781,1092,1377,1833,3176,4452,low
21,99,384,768,1068,1338,1928,3244,4346,low
11,104,360,851,1081,1461,2258,3771,4484,mid
14,113,428,892,1105,1496,2033,3490,4673,mid
14,168,346,856,1121,1550,2353,3438,4695,mid
17,83,384,850,1095,1549,2044,3429,4558,mid
27,126,516,871,1085,1536,2145,3623,4668,mid
38,175,356,892,1101,1468,2218,3695,4642,mid
19,172,532,878,1096,1528,2030,3231,4597,mid
24,175,436,855,1103,1574,2021,3637,4485,mid
43,100,380,874,1112,1482,2255,3672,4538,mid
11,102,415,870,1128,1516,1931,3768,4594,mid
46,162,360,857,1084,1576,2098,3727,4575,mid
27,94,545,861,1130,1482,2019,3586,4515,mid
25,184,449,841,1129,1485,2173,3450,4578,mid
41,180,396,879,1082,1550,1964,3648,4667,mid
28,131,491,896,1112,1490,1940,3338,4614,mid
28,116,344,847,1105,1480,2120,3342,4440,mid
18,139,514,847,1089,1493,2011,3518,4420,mid
26,111,421,848,1088,1535,1974,3552,4431,mid
13,128,364,879,1091,1499,2305,3544,4463,mid
18,111,394,879,1112,1543,2074,3715,4547,mid
19,82,489,873,1116,1483,2335,3428,4593,mid
16,94,485,885,1108,1454,2047,3485,4527,mid
44,146,511,889,1094,1507,1901,3479,4471,mid
21,125,386,899,1120,1521,2174,3327,4423,mid
8,123,403,845,1110,1577,2366,3342,4472,mid
37,171,449,899,1097,1556,2306,3595,4451,mid
14,149,486,878,1101,1461,2203,3328,4507,mid
11,160,353,843,1082,1528,2320,3278,4541,mid
33,125,488,879,1093,1511,2384,3793,4533,mid
27,149,420,877,1130,1564,1935,3664,4402,mid
15,258,630,868,1126,1635,2667,3557,4902,high
37,260,631,885,1147,1608,2662,3673,4749,high
18,263,613,908,1127,1603,2446,3526,4865,high
16,230,641,901,1157,1554,2944,3591,4652,high
43,249,673,900,1148,1562,2764,3772,4791,high
43,258,547,893,1146,1575,2569,3663,4936,high
27,270,607,872,1104,1562,2260,3849,4783,high
42,214,487,889,1170,1559,2479,3748,4901,high
37,223,586,857,1159,1593,2368,3855,4825,high
44,264,599,889,1114,1629,2308,3554,4692,high
18,213,621,903,1103,1612,2781,3937,4930,high
36,257,667,918,1103,1592,2530,3649,4637,high
16,234,502,857,1120,1665,2565,3885,4959,high
40,238,557,907,1107,1674,2563,3633,4829,high
43,219,518,899,1140,1576,2397,3695,4893,high
16,255,549,864,1145,1662,2911,3938,4784,high
25,240,500,871,1123,1648,2708,3833,4888,high
32,259,661,919,1118,1558,2594,3881,4634,high
42,246,572,891,1112,1571,2560,3727,4890,high
17,229,669,861,1156,1554,2469,3962,4779,high
39,203,566,904,1141,1556,2515,3603,4801,high
9,209,518,858,1119,1593,2746,3915,4827,high
29,232,525,921,1115,1647,2288,3780,4973,high
28,238,642,885,1137,1654,2660,3666,4803,high
14,193,579,918,1167,1608,2620,3923,4685,high
24,244,520,858,1147,1642,2534,3581,4635,high
33,264,558,909,1124,1617,2212,3956,4918,high
36,183,554,894,1108,1648,2877,3564,4833,high
19,257,637,911,1151,1577,2944,3606,4844,high
18,258,545,863,1165,1553,2886,3753,4947,high
22,57,368,775,1001,1442,1837,3219,4498,low
12,83,373,781,1045,1484,1828,3225,4431,low
20,75,384,757,1014,1323,1948,3173,4175,low
40,74,373,765,1084,1371,1857,3135,4462,low
22,83,374,758,1029,1358,1856,3185,4499,low
20,100,361,750,1021,1321,1984,3156,4260,low
29,61,388,752,1069,1412,1936,3177,4287,low
13,88,368,774,1037,1477,1878,3183,4478,low
