Signal,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MidGamma,Word
9,265,511,889,1154,1651,2727,3929,4893,high
41,263,672,886,1156,1568,2803,3958,4682,high
14,215,565,924,1175,1628,2746,3773,4794,high
24,219,578,899,1159,1666,2696,3873,4909,high
7,251,579,914,1154,1581,2753,3925,4641,high
46,209,576,868,1157,1605,2765,3618,4888,high
15,246,506,887,1155,1630,2642,3861,4954,high
20,202,667,865,1165,1668,2696,3881,4640,high
27,265,542,864,1158,1583,2848,3800,4759,high
9,271,561,896,1173,1614,2753,3916,4887,high
7,208,602,904,1162,1629,2649,3895,4786,high
36,203,610,884,1163,1606,2622,3616,4955,high
25,254,531,917,1156,1631,2748,3629,4744,high
17,240,658,889,1172,1564,2769,3933,4719,high
44,264,531,873,1172,1596,2599,3821,4742,high
27,242,610,903,1175,1611,2543,3929,4624,high
43,254,583,891,1157,1647,2928,3601,4783,high
30,206,533,855,1153,1563,2690,3631,4749,high
32,221,562,912,1172,1632,2664,3823,4954,high
39,214,541,874,1161,1654,2552,3771,4873,high
30,220,646,909,1175,1582,2555,3669,4741,high
22,226,578,869,1157,1565,2698,3631,4686,high
23,265,586,865,1159,1636,2826,3727,4936,high
32,240,599,882,1161,1670,2591,3649,4615,high
13,219,531,913,1175,1568,2593,3778,4907,high
31,252,599,900,1171,1580,2909,3910,4616,high
47,255,573,906,1173,1644,2800,3705,4969,high
47,243,542,884,1165,1647,2761,3861,4682,high
13,265,614,852,1152,1556,2648,3815,4854,high
33,213,522,906,1163,1610,2518,3638,4764,high
37,52,356,795,1044,1391,1866,3300,4169,low
9,50,381,755,1005,1344,1877,3103,4135,low
13,55,370,775,1098,1302,1837,3263,4309,low
7,53,355,791,1047,1302,1809,3121,4367,low
43,86,350,780,1079,1373,1907,3149,4218,low
7,94,385,771,1008,1330,1920,3285,4141,low
16,57,376,765,1016,1375,1965,3288,4244,low
22,91,373,774,1017,1396,1987,3101,4490,low
22,78,382,779,1042,1361,1811,3178,4300,low
26,53,362,789,1091,1368,1852,3255,4478,low
33,90,383,783,1050,1304,1932,3189,4371,low
30,58,375,759,1001,1351,1977,3106,4179,low
24,100,365,788,1065,1308,1937,3107,4136,low
40,82,390,787,1004,1380,1915,3141,4376,low
47,69,398,766,1063,1318,1965,3105,4404,low
42,60,372,794,1028,1356,1837,3205,4187,low
45,91,373,768,1083,1377,1901,3160,4448,low
23,90,352,790,1076,1320,1894,3232,4104,low
44,77,368,768,1097,1387,1865,3118,4376,low
19,50,381,757,1047,1303,1803,3139,4361,low
34,80,355,788,1017,1307,1817,3224,4179,low
18,72,374,766,1033,1400,1984,3107,4317,low
17,78,392,800,1006,1319,1999,3193,4105,low
35,73,379,750,1052,1360,1926,3127,4258,low
17,51,392,789,1091,1337,1901,3109,4207,low
11,76,356,800,1001,1376,1976,3198,4392,low
44,55,366,750,1057,1302,1961,3121,4171,low
13,60,391,751,1021,1343,1977,3146,4449,low
33,67,393,793,1085,1323,1943,3279,4250,low
35,57,352,780,1060,1331,1880,3269,4316,low
36,103,512,874,1111,1529,2328,3685,4517,mid
31,130,503,862,1128,1510,2381,3706,4536,mid
46,190,470,861,1129,1491,2133,3663,4648,mid
37,165,520,878,1123,1452,2030,3538,4465,mid
23,108,507,881,1110,1513,2148,3549,4563,mid
15,172,488,863,1121,1537,2359,3702,4493,mid
25,163,487,900,1126,1492,2225,3404,4699,mid
41,133,535,890,1128,1545,2012,3449,4664,mid
19,173,510,870,1121,1497,2353,3447,4595,mid
19,124,498,888,1114,1538,2263,3457,4484,mid
20,192,511,854,1120,1503,2334,3486,4461,mid
32,110,460,880,1127,1509,2162,3542,4659,mid
20,177,472,861,1126,1513,2129,3653,4624,mid
25,106,477,861,1111,1485,2197,3797,4454,mid
20,158,537,886,1121,1500,2088,3619,4457,mid
46,174,515,856,1121,1450,2033,3749,4611,mid
40,163,473,857,1127,1468,2076,3644,4658,mid
46,112,468,873,1117,1475,2288,3655,4477,mid
10,103,461,870,1114,1457,2191,3717,4668,mid
8,170,474,899,1124,1512,2094,3764,4426,mid
10,153,485,891,1130,1482,2325,3785,4685,mid
31,156,502,861,1121,1497,2192,3739,4475,mid
23,178,482,874,1119,1486,2126,3636,4482,mid
37,171,546,875,1123,1469,2099,3577,4415,mid
45,105,491,886,1123,1482,2060,3736,4666,mid
27,174,466,859,1111,1487,2204,3553,4502,mid
20,133,487,897,1112,1474,2068,3620,4466,mid
29,155,467,853,1122,1452,2140,3772,4629,mid
18,123,484,851,1126,1453,2098,3799,4474,mid
30,192,550,874,1124,1524,2185,3699,4678,mid
8,204,520,868,1155,1612,2816,3654,4722,high
17,269,557,851,1174,1599,2749,3664,4961,high
24,242,583,873,1154,1641,2833,3962,4975,high
46,244,585,852,1164,1653,2954,3801,4744,high
30,201,592,874,1155,1621,2773,3689,4872,high
37,232,516,857,1166,1577,2971,3974,4958,high
19,201,554,890,1169,1608,2779,3866,4764,high
42,230,571,915,1155,1610,2854,3635,4741,high
22,223,563,888,1156,1666,2877,3859,4758,high
40,224,585,913,1170,1626,2566,3632,4942,high
43,229,565,855,1164,1639,2560,3690,4820,high
30,275,518,901,1172,1656,2669,3812,4904,high
46,266,589,872,1154,1629,2957,3967,4812,high
43,231,563,901,1173,1631,2526,3634,4638,high
23,248,580,903,1153,1617,2719,3615,4693,high
20,204,603,908,1172,1599,2834,3974,4646,high
11,241,586,900,1158,1577,2962,3958,4697,high
26,216,663,901,1155,1577,2719,3667,4738,high
47,226,557,887,1172,1616,2558,3675,4818,high
11,216,583,886,1169,1648,2847,3824,4653,high
15,239,588,898,1170,1598,2702,3640,4737,high
32,211,621,869,1150,1574,2688,3748,4616,high
24,249,552,918,1164,1553,2596,3870,4855,high
16,248,595,915,1159,1644,2893,3879,4932,high
15,274,672,878,1153,1629,2593,3924,4827,high
21,202,533,875,1172,1629,2620,3805,4714,high
29,233,583,898,1153,1666,2578,3806,4759,high
46,233,657,896,1165,1661,2510,3793,4756,high
7,254,544,863,1151,1566,2754,3804,4658,high
26,252,618,902,1161,1569,2597,3645,4911,high
36,75,353,757,1058,1307,1864,3230,4130,low
13,59,385,768,1033,1389,1811,3257,4214,low
32,54,377,786,1073,1394,1989,3199,4237,low
33,84,383,781,1027,1338,1905,3179,4352,low
29,66,363,776,1076,1398,1805,3230,4490,low
12,86,363,774,1042,1326,1807,3180,4354,low
12,66,376,760,1044,1353,1925,3269,4498,low
15,52,374,764,1019,1350,1838,3228,4348,low
40,73,361,789,1070,1305,1945,3137,4192,low
33,71,367,789,1077,1313,1991,3175,4187,low
22,73,358,791,1014,1311,1978,3229,4323,low
11,73,370,798,1045,1317,1827,3246,4437,low
36,98,358,795,1075,1341,1912,3155,4189,low
30,84,350,751,1013,1310,1827,3234,4111,low
25,61,399,752,1018,1357,1938,3254,4400,low
11,100,383,780,1036,1390,1943,3130,4298,low
31,55,368,762,1041,1330,1893,3289,4153,low
19,50,400,774,1003,1312,1922,3175,4376,low
13,99,357,764,1023,1366,1980,3203,4320,low
36,77,388,753,1046,1321,1846,3228,4441,low
40,51,398,799,1028,1398,1993,3289,4257,low
26,64,397,792,1012,1400,1920,3127,4205,low
43,83,373,788,1052,1380,1979,3258,4218,low
41,81,366,799,1072,1374,1992,3251,4420,low
47,59,393,788,1056,1379,1988,3191,4400,low
29,98,395,777,1099,1300,1942,3207,4352,low
27,50,385,776,1083,1360,1806,3223,4154,low
24,60,351,783,1020,1355,1934,3292,4208,low
20,64,371,786,1006,1302,1826,3174,4194,low
8,72,395,763,1097,1352,1880,3277,4271,low
24,121,476,870,1115,1484,2354,3632,4612,mid
17,107,451,874,1129,1452,2193,3442,4518,mid
13,112,456,866,1122,1530,2071,3551,4619,mid
39,132,472,869,1128,1549,2166,3675,4678,mid
32,182,526,884,1124,1517,2295,3549,4573,mid
31,125,501,863,1121,1485,2367,3685,4553,mid
12,188,481,890,1124,1465,2033,3521,4556,mid
44,174,495,891,1117,1501,2301,3440,4570,mid
23,122,505,855,1112,1543,2200,3579,4457,mid
15,193,498,867,1120,1520,2348,3779,4507,mid
30,148,528,895,1129,1515,2337,3634,4490,mid
45,127,523,894,1124,1471,2041,3688,4563,mid
12,167,494,854,1119,1481,2391,3549,4615,mid
9,193,536,862,1126,1496,2106,3434,4457,mid
46,198,532,887,1122,1531,2283,3756,4564,mid
31,181,542,859,1123,1509,2388,3682,4501,mid
41,200,488,868,1125,1539,2029,3444,4538,mid
47,200,456,897,1121,1541,2117,3715,4686,mid
39,101,461,896,1117,1486,2315,3525,4536,mid
41,191,459,869,1125,1505,2228,3482,4653,mid
16,161,483,899,1123,1484,2333,3459,4632,mid
12,184,486,869,1126,1516,2044,3650,4449,mid
44,164,546,861,1113,1462,2330,3434,4699,mid
47,156,547,881,1122,1545,2210,3595,4428,mid
44,157,509,861,1130,1541,2067,3718,4530,mid
24,136,535,857,1121,1465,2033,3583,4666,mid
33,120,505,860,1112,1540,2232,3416,4625,mid
12,164,506,884,1114,1460,2107,3426,4476,mid
19,200,483,875,1130,1491,2046,3619,4624,mid
34,151,472,888,1114,1497,2338,3488,4471,mid
18,225,666,921,1174,1568,2680,3700,4630,high
23,270,580,894,1166,1646,2822,3756,4918,high
46,235,560,895,1150,1582,2879,3789,4951,high
32,205,510,883,1162,1622,2610,3889,4966,high
44,269,539,859,1151,1581,2727,3729,4950,high
26,219,573,867,1162,1671,2833,3605,4743,high
22,222,641,861,1169,1571,2868,3710,4644,high
29,270,573,900,1170,1644,2929,3601,4632,high
42,212,654,921,1169,1598,2930,3791,4884,high
43,219,521,873,1156,1598,2825,3707,4849,high
19,250,667,859,1153,1655,2538,3839,4796,high
13,261,549,916,1161,1560,2652,3947,4737,high
37,225,587,894,1172,1589,2771,3793,4728,high
47,258,504,852,1156,1556,2508,3669,4742,high
37,249,558,900,1161,1650,2825,3696,4797,high
35,238,550,871,1175,1592,2648,3623,4641,high
19,250,670,915,1160,1566,2572,3920,4664,high
25,235,632,870,1166,1561,2504,3603,4728,high
47,273,587,907,1171,1656,2774,3760,4914,high
34,258,505,917,1172,1575,2660,3741,4625,high
45,257,525,906,1165,1625,2965,3810,4703,high
33,242,659,888,1150,1618,2692,3837,4659,high
26,264,516,858,1159,1578,2510,3763,4639,high
17,275,588,894,1156,1647,2525,3804,4719,high
20,217,572,904,1171,1648,2594,3770,4832,high
47,209,519,881,1159,1573,2635,3609,4730,high
18,233,502,892,1157,1581,2662,3916,4883,high
41,207,583,880,1161,1599,2943,3708,4727,high
7,242,644,902,1164,1606,2548,3934,4629,high
13,238,536,903,1151,1651,2541,3604,4749,high
17,77,359,752,1048,1395,1961,3251,4461,low
42,89,396,791,1020,1392,1926,3109,4254,low
8,74,385,757,1013,1349,1906,3213,4443,low
29,66,381,778,1014,1372,1929,3268,4122,low
22,54,362,763,1078,1360,1920,3250,4399,low
16,85,389,799,1099,1310,1971,3204,4162,low
44,59,357,752,1055,1319,1847,3136,4232,low
41,92,394,770,1027,1345,1868,3163,4223,low
7,72,391,751,1094,1373,1999,3259,4267,low
36,99,380,767,1003,1384,1818,3163,4454,low
41,84,385,751,1092,1303,1988,3154,4331,low
40,60,375,786,1059,1364,1910,3221,4452,low
33,50,377,755,1069,1362,1901,3219,4497,low
36,54,376,765,1094,1313,1881,3203,4358,low
32,64,382,782,1010,1385,1825,3256,4167,low
26,81,357,793,1072,1368,1854,3119,4222,low
29,67,371,782,1055,1312,1952,3227,4148,low
42,76,392,786,1016,1338,1959,3195,4253,low
26,66,352,771,1086,1302,1959,3186,4314,low
23,94,352,770,1065,1328,1842,3214,4336,low
35,97,396,756,1033,1345,1933,3214,4382,low
30,81,360,750,1099,1384,1967,3120,4115,low
8,69,373,781,1097,1400,1876,3279,4178,low
16,100,356,800,1012,1301,1914,3151,4100,low
35,90,377,756,1003,1368,1808,3228,4264,low
26,56,366,751,1024,1375,1957,3113,4313,low
18,78,398,766,1083,1318,1901,3221,4124,low
28,90,372,795,1012,1316,1879,3223,4236,low
30,85,355,759,1070,1335,1968,3298,4417,low
35,63,369,779,1053,1360,1993,3157,4377,low
33,104,483,885,1113,1484,2188,3488,4618,mid
35,160,489,893,1114,1451,2329,3601,4426,mid
16,153,500,891,1123,1456,2137,3516,4542,mid
20,170,473,851,1120,1489,2251,3476,4492,mid
23,152,455,887,1122,1472,2078,3402,4427,mid
8,197,499,875,1123,1504,2084,3570,4477,mid
37,126,506,852,1115,1542,2306,3592,4689,mid
7,113,535,891,1123,1508,2114,3538,4690,mid
31,147,483,885,1115,1517,2366,3454,4400,mid
47,140,471,870,1120,1508,2195,3753,4635,mid
10,114,549,859,1121,1483,2128,3729,4643,mid
23,121,451,850,1121,1468,2320,3794,4421,mid
40,166,508,861,1120,1492,2376,3746,4421,mid
28,109,517,883,1130,1515,2325,3681,4591,mid
20,109,462,876,1116,1518,2337,3777,4488,mid
21,141,517,884,1126,1520,2032,3668,4405,mid
38,108,514,878,1119,1500,2277,3584,4400,mid
26,127,546,884,1121,1464,2200,3468,4416,mid
35,143,496,860,1130,1501,2117,3538,4694,mid
40,162,480,863,1128,1523,2374,3768,4403,mid
24,198,452,852,1122,1464,2068,3456,4518,mid
43,106,543,897,1128,1460,2345,3678,4656,mid
11,175,537,868,1113,1514,2034,3804,4508,mid
31,156,543,888,1120,1539,2360,3676,4621,mid
31,109,493,855,1110,1509,2148,3531,4448,mid
34,179,501,877,1119,1478,2005,3743,4414,mid
10,119,512,861,1122,1460,2187,3804,4635,mid
32,119,528,855,1120,1485,2236,3739,4601,mid
19,114,537,900,1124,1502,2134,3797,4700,mid
20,183,458,876,1123,1533,2249,3719,4570,mid
11,253,570,908,1159,1561,2846,3851,4650,high
44,254,627,924,1169,1599,2526,3702,4662,high
11,266,548,869,1153,1664,2539,3871,4706,high
11,270,538,902,1162,1636,2924,3887,4859,high
14,221,505,920,1157,1658,2674,3949,4752,high
15,244,591,887,1162,1565,2661,3761,4907,high
8,236,638,894,1157,1554,2840,3837,4656,high
37,264,551,857,1165,1593,2741,3785,4871,high
31,235,639,877,1157,1628,2829,3693,4712,high
43,236,675,901,1162,1582,2643,3806,4718,high
45,220,618,862,1150,1648,2922,3719,4709,high
29,241,511,916,1173,1652,2700,3828,4646,high
44,236,601,917,1175,1634,2893,3828,4623,high
34,254,523,876,1164,1621,2850,3628,4903,high
8,219,634,868,1156,1661,2724,3844,4767,high
33,201,648,877,1163,1630,2630,3688,4716,high
38,267,634,923,1156,1569,2905,3863,4705,high
15,220,609,925,1154,1591,2973,3908,4702,high
20,252,519,920,1161,1623,2726,3749,4728,high
41,229,513,886,1158,1647,2842,3836,4961,high
28,200,547,876,1166,1613,2851,3625,4659,high
18,268,532,916,1157,1624,2916,3646,4936,high
25,247,544,886,1172,1633,2683,3894,4885,high
11,264,584,875,1159,1581,2821,3884,4949,high
12,235,587,856,1169,1652,2520,3931,4819,high
9,251,519,884,1168,1581,2869,3955,4736,high
32,246,511,868,1158,1661,2526,3893,4624,high
45,235,603,851,1170,1656,2720,3677,4782,high
14,264,655,864,1153,1569,2501,3968,4781,high
47,257,611,887,1169,1630,2525,3790,4600,high
8,68,363,764,1091,1362,1999,3205,4442,low
35,84,350,774,1046,1349,1908,3269,4263,low
22,81,384,760,1090,1339,1833,3141,4326,low
13,97,381,778,1043,1372,1880,3261,4339,low
24,59,396,797,1005,1317,1885,3226,4497,low
13,69,357,770,1089,1364,1802,3165,4432,low
39,87,368,764,1040,1327,1900,3174,4206,low
47,60,379,789,1043,1382,1817,3221,4140,low
15,74,393,762,1005,1347,1825,3291,4420,low
43,90,350,785,1015,1340,1899,3115,4220,low
39,75,376,759,1099,1314,1998,3119,4123,low
20,77,355,794,1080,1328,1928,3146,4100,low
10,75,378,754,1011,1357,1820,3206,4449,low
23,59,364,793,1013,1326,1996,3199,4474,low
8,94,388,765,1023,1344,1816,3271,4192,low
8,79,371,800,1056,1331,1998,3252,4271,low
45,92,394,766,1003,1386,1891,3195,4226,low
32,57,357,767,1072,1400,1906,3114,4211,low
47,80,381,771,1075,1368,1978,3186,4498,low
43,60,362,783,1068,1333,1889,3230,4277,low
32,95,392,766,1085,1367,1956,3234,4447,low
27,92,374,790,1081,1334,1952,3171,4227,low
18,74,383,777,1058,1309,1888,3268,4187,low
20,53,354,779,1060,1392,1922,3143,4357,low
42,69,370,777,1081,1381,1990,3206,4201,low
19,51,361,786,1033,1388,1977,3112,4494,low
8,83,350,760,1078,1328,1872,3194,4343,low
44,72,388,794,1087,1329,1832,3122,4476,low
12,64,400,788,1053,1364,1899,3104,4215,low
32,63,391,775,1040,1342,1967,3203,4396,low
24,128,466,870,1117,1486,2089,3744,4434,mid
47,134,507,854,1127,1526,2002,3734,4590,mid
11,146,493,888,1116,1476,2233,3547,4620,mid
46,190,451,877,1112,1482,2233,3649,4582,mid
15,185,510,866,1126,1525,2241,3681,4576,mid
10,131,470,850,1122,1534,2165,3675,4594,mid
23,124,513,881,1114,1542,2138,3664,4643,mid
20,196,454,871,1113,1456,2115,3694,4633,mid
35,176,495,857,1111,1537,2020,3687,4641,mid
10,112,482,851,1117,1510,2214,3532,4620,mid
11,170,458,876,1129,1545,2169,3426,4585,mid
16,178,469,869,1119,1473,2273,3471,4523,mid
33,176,494,896,1119,1477,2247,3533,4606,mid
15,106,513,894,1110,1531,2287,3616,4506,mid
9,126,452,880,1127,1527,2188,3572,4434,mid
32,186,468,861,1127,1479,2149,3554,4489,mid
33,159,540,892,1129,1465,2025,3573,4643,mid
8,178,506,898,1111,1495,2354,3591,4685,mid
38,188,450,887,1110,1459,2177,3584,4420,mid
15,110,493,888,1119,1502,2008,3735,4568,mid
27,113,499,854,1124,1498,2316,3555,4517,mid
20,107,487,897,1113,1457,2397,3589,4505,mid
40,133,482,897,1129,1505,2175,3761,4466,mid
46,107,536,898,1111,1504,2334,3440,4598,mid
14,120,512,867,1127,1515,2376,3725,4542,mid
14,137,496,894,1126,1492,2013,3487,4541,mid
46,161,487,885,1128,1472,2000,3624,4690,mid
18,158,479,870,1115,1534,2058,3461,4484,mid
11,182,541,852,1118,1475,2217,3695,4437,mid
46,151,454,897,1118,1470,2002,3594,4647,mid
37,220,510,893,1164,1590,2675,3947,4919,high
19,253,646,871,1166,1572,2865,3734,4674,high
38,232,617,891,1164,1649,2573,3970,4890,high
7,225,596,862,1165,1602,2663,3658,4692,high
8,270,637,907,1162,1577,2843,3825,4676,high
26,214,504,907,1153,1603,2906,3832,4636,high
9,235,511,867,1160,1601,2572,3766,4889,high
36,249,572,925,1174,1614,2864,3889,4967,high
12,257,615,858,1170,1609,2604,3707,4756,high
10,269,626,879,1161,1591,2865,3631,4769,high
28,274,584,883,1152,1557,2692,3616,4882,high
18,244,633,912,1174,1636,2780,3631,4743,high
7,217,539,871,1169,1556,2779,3611,4832,high
19,274,606,922,1154,1602,2910,3794,4820,high
30,263,613,902,1165,1657,2643,3967,4834,high
12,246,562,885,1170,1617,2949,3831,4840,high
7,240,561,892,1172,1652,2743,3955,4768,high
45,211,591,915,1170,1598,2523,3920,4832,high
14,207,635,875,1167,1604,2635,3912,4895,high
32,228,620,855,1150,1551,2524,3641,4688,high
31,246,615,859,1167,1569,2710,3637,4703,high
29,245,559,861,1168,1642,2594,3700,4759,high
13,200,599,874,1174,1666,2502,3940,4655,high
32,226,568,863,1174,1637,2766,3810,4860,high
27,227,500,893,1168,1675,2519,3643,4903,high
27,268,579,875,1164,1603,2701,3756,4871,high
38,207,634,880,1162,1627,2962,3804,4744,high
37,255,557,851,1153,1647,2524,3923,4824,high
31,215,622,867,1152,1642,2883,3623,4924,high
35,215,586,917,1167,1562,2615,3697,4662,high
25,72,373,769,1075,1385,1915,3252,4253,low
24,87,363,800,1034,1377,1905,3189,4236,low
23,69,379,790,1006,1334,1820,3295,4381,low
35,51,351,762,1083,1360,1901,3150,4241,low
14,82,372,763,1070,1329,1899,3247,4475,low
7,79,372,780,1094,1304,1826,3212,4336,low
43,63,394,752,1012,1365,1932,3117,4304,low
25,70,357,776,1073,1325,1918,3216,4115,low
18,95,396,794,1039,1313,1841,3199,4358,low
34,96,362,773,1001,1307,1950,3168,4219,low
36,52,388,793,1094,1350,1975,3225,4487,low
19,92,363,753,1060,1397,1905,3228,4242,low
23,98,386,785,1084,1375,1995,3171,4488,low
38,76,354,779,1024,1342,1983,3126,4420,low
41,82,355,781,1029,1334,1871,3253,4336,low
20,86,369,785,1071,1355,1829,3197,4424,low
14,50,357,752,1093,1319,1835,3107,4471,low
40,95,370,782,1013,1355,1962,3248,4471,low
20,71,350,780,1070,1301,1805,3196,4424,low
34,59,358,786,1048,1303,1913,3142,4167,low
28,98,377,777,1078,1328,1826,3121,4403,low
39,56,356,769,1026,1368,1885,3215,4232,low
26,86,384,757,1010,1320,1854,3211,4361,low
25,71,381,764,1053,1358,1864,3103,4191,low
12,89,364,797,1019,1317,1922,3172,4422,low
16,92,384,772,1064,1354,1955,3250,4240,low
32,67,400,777,1061,1392,1874,3160,4226,low
26,67,363,760,1050,1379,1826,3191,4264,low
19,56,360,781,1024,1343,1824,3284,4180,low
19,62,372,774,1095,1309,1876,3103,4193,low
12,127,465,866,1126,1526,2202,3764,4550,mid
10,132,549,888,1129,1524,2161,3530,4663,mid
19,111,494,869,1110,1504,2234,3573,4671,mid
36,148,500,857,1119,1506,2147,3758,4441,mid
26,124,464,891,1127,1492,2029,3711,4600,mid
38,129,490,879,1112,1490,2072,3766,4661,mid
16,182,511,856,1125,1493,2085,3579,4569,mid
12,193,546,862,1110,1454,2190,3620,4646,mid
42,175,450,862,1126,1505,2245,3559,4589,mid
13,172,487,872,1126,1490,2330,3499,4655,mid
18,152,486,881,1112,1461,2133,3588,4688,mid
14,143,454,896,1115,1517,2104,3618,4654,mid
38,112,528,900,1117,1468,2170,3681,4676,mid
36,192,500,879,1129,1459,2014,3477,4555,mid
17,159,546,891,1116,1504,2229,3715,4561,mid
42,176,454,874,1123,1495,2339,3488,4657,mid
9,136,461,870,1119,1524,2078,3482,4507,mid
19,120,499,873,1126,1534,2273,3592,4407,mid
43,164,485,891,1118,1494,2246,3561,4447,mid
17,170,494,872,1125,1465,2326,3516,4503,mid
47,118,497,873,1129,1503,2280,3775,4433,mid
42,184,545,894,1127,1530,2095,3633,4420,mid
8,160,499,900,1112,1537,2369,3582,4676,mid
11,120,489,860,1112,1453,2327,3728,4532,mid
31,105,544,883,1123,1468,2363,3741,4554,mid
7,178,509,878,1125,1495,2113,3625,4468,mid
42,113,516,864,1122,1483,2098,3554,4623,mid
7,152,469,857,1129,1504,2004,3579,4688,mid
17,128,538,888,1130,1528,2309,3457,4529,mid
42,120,535,894,1125,1502,2371,3645,4448,mid
39,256,503,912,1159,1647,2609,3942,4884,high
24,200,649,852,1156,1643,2775,3856,4708,high
31,211,658,875,1150,1577,2930,3768,4627,high
21,254,510,906,1162,1590,2856,3768,4865,high
34,253,546,904,1170,1582,2964,3905,4793,high
41,241,635,919,1158,1651,2705,3819,4701,high
45,252,501,886,1160,1588,2850,3867,4882,high
29,260,511,899,1174,1581,2812,3603,4757,high
34,243,658,889,1164,1657,2577,3829,4668,high
41,243,513,882,1151,1636,2747,3893,4697,high
26,257,590,895,1154,1643,2667,3607,4903,high
46,200,597,896,1162,1600,2902,3934,4811,high
42,260,542,905,1154,1634,2902,3777,4707,high
10,241,651,922,1154,1611,2657,3763,4681,high
35,210,596,922,1154,1574,2515,3947,4606,high
34,217,527,897,1164,1562,2625,3687,4928,high
32,251,649,921,1173,1583,2952,3798,4725,high
17,249,672,881,1154,1615,2821,3859,4920,high
22,207,553,881,1161,1671,2941,3895,4778,high
21,220,631,876,1161,1583,2970,3902,4776,high
15,221,595,911,1173,1624,2778,3917,4832,high
23,254,640,885,1150,1658,2716,3888,4627,high
34,258,659,852,1168,1579,2632,3888,4886,high
40,270,585,922,1158,1593,2596,3867,4614,high
13,223,534,923,1153,1587,2546,3815,4673,high
20,226,518,877,1154,1662,2827,3778,4873,high
38,234,647,922,1155,1665,2683,3690,4969,high
43,249,640,891,1173,1601,2731,3910,4961,high
10,224,607,924,1174,1669,2906,3814,4972,high
44,254,524,874,1152,1555,2510,3969,4818,high
24,84,397,767,1058,1388,1958,3266,4224,low
37,70,387,761,1084,1342,1991,3250,4499,low
21,74,357,792,1062,1386,1889,3157,4316,low
40,71,379,792,1036,1354,1967,3194,4289,low
42,96,368,773,1007,1391,1854,3115,4495,low
19,79,354,777,1096,1384,2000,3147,4401,low
12,57,352,767,1046,1340,1821,3163,4492,low
11,63,365,773,1090,1379,1954,3272,4145,low
