Signal,Delta,Theta,LowAlpha,HighAlpha,LowBeta,HighBeta,LowGamma,MidGamma,Word
9,192,649,856,1113,1575,2641,3758,4823,high
41,192,557,911,1136,1580,2717,3525,4955,high
11,195,511,857,1131,1672,2477,3887,4689,high
9,197,553,863,1119,1564,2675,3766,4762,high
18,243,671,882,1152,1654,2835,3864,4661,high
46,224,537,899,1138,1671,2368,3568,4646,high
13,257,491,908,1152,1633,2242,3776,4773,high
7,190,480,866,1154,1602,2217,3664,4967,high
13,255,651,858,1173,1664,2374,3609,4635,high
8,254,670,910,1167,1674,2724,3697,4763,high
34,92,373,768,1055,1465,1907,3202,4322,low
11,63,383,774,1090,1345,1883,3101,4228,low
44,50,387,772,1049,1339,1810,3198,4278,low
23,61,352,753,1082,1478,1868,3198,4251,low
36,85,397,775,1011,1380,1873,3220,4338,low
13,83,376,777,1098,1351,1837,3129,4179,low
18,74,380,756,1082,1365,1997,3287,4123,low
17,52,397,770,1024,1314,1947,3285,4225,low
36,100,394,765,1032,1350,1899,3187,4140,low
19,54,358,753,1096,1390,1898,3251,4202,low
21,97,357,767,1000,1427,1950,3222,4399,low
26,63,365,765,1070,1423,1914,3286,4470,low
39,62,384,766,1079,1395,1824,3236,4317,low
43,65,374,793,1072,1363,1867,3244,4463,low
30,85,384,780,1089,1485,1970,3120,4234,low
11,61,365,785,1023,1328,1923,3126,4104,low
9,91,380,786,1009,1490,1906,3254,4462,low
32,87,351,800,1080,1480,1861,3230,4490,low
20,92,379,790,1046,1335,1995,3129,4472,low
39,68,361,789,1099,1435,1914,3255,4336,low
44,72,381,771,1023,1416,1986,3152,4343,low
25,90,399,763,1082,1333,1970,3253,4256,low
35,60,385,793,1008,1300,1991,3123,4408,low
25,94,351,789,1009,1472,1945,3255,4250,low
47,87,359,780,1086,1465,1859,3270,4192,low
28,73,368,771,1059,1313,1866,3261,4333,low
16,77,400,766,1092,1348,1930,3219,4142,low
39,61,376,794,1049,1361,1930,3108,4115,low
46,98,392,758,1006,1454,1880,3117,4103,low
43,75,352,794,1070,1412,1981,3110,4456,low
29,184,350,825,1101,1541,2285,3229,4400,mid
32,156,342,804,1106,1488,2067,3539,4638,mid
21,86,424,872,1106,1490,2259,3613,4624,mid
21,111,422,866,1125,1523,2335,3797,4409,mid
22,127,479,858,1097,1569,1971,3261,4618,mid
44,95,398,830,1083,1512,1974,3513,4444,mid
31,157,357,900,1108,1514,2349,3478,4673,mid
40,103,494,872,1101,1473,2306,3708,4443,mid
18,182,338,858,1112,1586,2303,3760,4558,mid
29,172,452,861,1127,1474,2298,3320,4518,mid
45,102,437,832,1081,1482,2108,3760,4505,mid
23,185,529,834,1092,1592,2365,3538,4560,mid
41,99,508,811,1085,1464,2395,3698,4519,mid
32,104,365,781,1081,1479,1948,3495,4488,mid
44,196,466,819,1091,1539,1920,3608,4491,mid
18,105,461,855,1104,1500,2296,3590,4627,mid
36,175,450,893,1105,1554,2349,3708,4534,mid
10,150,419,875,1096,1507,2276,3625,4553,mid
43,180,429,791,1099,1523,2015,3706,4638,mid
10,196,435,861,1127,1450,1960,3216,4634,mid
9,190,507,900,1130,1527,2266,3753,4465,mid
33,94,364,798,1100,1531,2254,3351,4619,mid
10,147,361,893,1111,1458,2077,3612,4598,mid
8,110,521,793,1093,1555,2100,3560,4634,mid
20,152,498,804,1125,1586,2058,3553,4492,mid
36,90,536,828,1129,1506,2029,3328,4432,mid
12,95,494,791,1109,1580,2039,3441,4594,mid
12,86,476,812,1117,1565,2367,3347,4588,mid
18,85,466,813,1092,1478,2172,3246,4486,mid
47,181,521,883,1089,1596,1963,3754,4693,mid
23,254,527,863,1103,1649,2258,3612,4829,high
39,270,544,858,1129,1559,2293,3841,4684,high
39,180,501,917,1138,1639,2221,3601,4766,high
32,253,622,857,1164,1607,2847,3564,4869,high
39,250,491,856,1149,1567,2904,3602,4941,high
27,230,647,859,1156,1579,2232,3786,4768,high
21,188,543,881,1159,1669,2411,3672,4718,high
17,203,486,858,1144,1645,2895,3810,4821,high
46,246,674,885,1140,1575,2689,3869,4670,high
41,200,494,893,1139,1595,2530,3658,4915,high
17,239,553,916,1146,1635,2508,3745,4720,high
37,229,583,922,1128,1645,2917,3601,4824,high
14,210,619,862,1160,1628,2311,3835,4975,high
13,236,632,900,1101,1588,2811,3757,4796,high
47,274,539,911,1126,1556,2459,3841,4655,high
44,186,620,879,1160,1620,2704,3823,4652,high
33,184,652,870,1104,1644,2747,3944,4776,high
18,237,662,921,1113,1561,2872,3626,4635,high
20,230,591,851,1162,1636,2351,3695,4856,high
37,184,610,922,1108,1622,2904,3761,4830,high
17,201,597,914,1134,1625,2651,3868,4716,high
24,275,557,910,1128,1581,2447,3762,4929,high
25,182,529,882,1114,1571,2230,3939,4815,high
20,180,506,872,1110,1645,2473,3678,4850,high
25,214,641,883,1120,1660,2236,3613,4763,high
23,230,638,882,1171,1575,2769,3724,4861,high
24,194,573,917,1119,1666,2274,3514,4848,high
44,223,586,878,1132,1621,2526,3686,4803,high
7,260,559,916,1154,1582,2354,3928,4647,high
38,263,620,915,1145,1588,2480,3779,4940,high
38,84,367,774,1068,1452,1970,3115,4284,low
17,94,364,755,1063,1443,1898,3130,4403,low
18,74,358,763,1028,1484,1921,3151,4446,low
35,76,357,788,1060,1370,1899,3171,4123,low
24,67,384,778,1078,1360,1839,3258,4326,low
16,83,374,764,1009,1379,1990,3188,4355,low
26,88,387,769,1055,1435,1853,3192,4409,low
13,52,394,751,1015,1339,1958,3205,4385,low
10,79,400,758,1067,1413,1960,3168,4271,low
16,78,392,753,1078,1390,1995,3228,4256,low
41,60,394,794,1056,1377,1840,3176,4340,low
36,85,388,768,1053,1372,1925,3104,4168,low
8,54,384,785,1013,1395,1955,3284,4464,low
31,91,368,761,1080,1302,1982,3155,4227,low
19,83,357,789,1095,1402,1848,3277,4169,low
17,74,396,799,1056,1425,1942,3181,4104,low
33,50,360,779,1013,1473,1912,3150,4285,low
25,68,374,757,1004,1469,1994,3124,4385,low
8,75,369,779,1091,1426,1845,3136,4134,low
41,99,386,795,1053,1390,1956,3256,4247,low
34,75,368,775,1074,1386,1817,3131,4306,low
14,52,354,766,1026,1356,1829,3191,4466,low
33,73,371,794,1058,1414,1872,3201,4352,low
37,56,352,772,1056,1327,1906,3265,4365,low
35,95,382,779,1089,1365,1969,3227,4200,low
17,99,400,778,1077,1418,1908,3264,4367,low
10,95,371,783,1000,1444,1828,3153,4221,low
9,59,362,783,1053,1330,1882,3178,4128,low
12,62,377,751,1018,1436,1979,3202,4203,low
13,80,363,760,1022,1410,1974,3157,4297,low
24,118,501,802,1082,1453,2321,3794,4630,mid
7,151,492,869,1103,1530,2124,3745,4565,mid
43,93,515,821,1121,1501,2364,3284,4503,mid
13,83,446,802,1113,1579,2209,3781,4429,mid
41,97,361,834,1113,1461,2393,3492,4671,mid
45,94,383,873,1127,1453,2065,3709,4603,mid
39,106,403,857,1120,1599,2339,3313,4476,mid
11,81,500,790,1111,1532,2017,3297,4463,mid
24,119,369,833,1101,1562,2150,3472,4607,mid
30,131,353,830,1100,1565,2032,3318,4501,mid
21,116,390,850,1093,1577,1978,3426,4596,mid
10,111,499,824,1088,1455,2336,3224,4688,mid
14,110,492,792,1084,1540,2288,3652,4520,mid
30,159,353,800,1109,1513,2254,3632,4607,mid
25,98,397,831,1111,1479,2150,3720,4514,mid
29,95,509,866,1102,1470,2279,3380,4434,mid
26,134,544,877,1103,1474,2361,3437,4468,mid
19,193,448,851,1128,1489,2261,3652,4480,mid
42,157,436,867,1118,1548,2386,3505,4621,mid
26,171,515,881,1124,1494,2391,3768,4540,mid
21,81,338,818,1097,1478,1903,3347,4696,mid
18,114,475,844,1081,1510,2298,3357,4411,mid
46,140,338,808,1123,1549,2346,3286,4524,mid
29,194,422,782,1111,1581,2147,3437,4543,mid
36,102,511,868,1126,1537,2375,3560,4552,mid
13,165,449,812,1119,1549,1916,3212,4654,mid
13,117,511,870,1123,1534,1945,3262,4470,mid
44,159,361,831,1089,1600,2231,3729,4616,mid
35,187,507,811,1107,1560,1952,3392,4540,mid
37,141,353,898,1093,1585,2001,3595,4512,mid
8,248,611,859,1164,1639,2946,3532,4685,high
45,235,600,909,1140,1627,2653,3938,4871,high
14,231,638,859,1124,1601,2578,3744,4615,high
12,267,656,850,1144,1553,2614,3561,4644,high
36,182,506,893,1121,1569,2463,3928,4792,high
37,257,613,890,1120,1614,2446,3545,4646,high
35,233,485,925,1113,1584,2868,3722,4918,high
16,208,576,858,1125,1661,2352,3831,4932,high
40,252,566,918,1131,1631,2457,3905,4830,high
8,273,491,908,1139,1574,2367,3631,4905,high
31,257,571,885,1133,1650,2389,3929,4739,high
7,243,565,904,1113,1633,2625,3500,4924,high
8,220,555,922,1152,1629,2715,3802,4971,high
20,242,567,889,1174,1588,2794,3762,4671,high
29,200,663,862,1118,1617,2586,3671,4859,high
34,258,480,901,1103,1624,2808,3581,4874,high
40,229,541,870,1159,1576,2469,3623,4728,high
35,190,522,894,1141,1579,2814,3795,4940,high
13,253,506,872,1135,1621,2760,3746,4786,high
15,264,564,899,1150,1593,2701,3562,4816,high
27,236,637,895,1142,1613,2788,3950,4839,high
35,269,562,912,1139,1615,2941,3529,4692,high
31,230,565,893,1166,1652,2774,3731,4916,high
24,215,642,889,1126,1601,2239,3557,4906,high
20,212,560,900,1141,1623,2397,3830,4699,high
15,195,494,920,1103,1578,2442,3518,4666,high
36,208,650,851,1100,1628,2504,3826,4861,high
36,271,608,898,1156,1565,2771,3779,4937,high
21,205,536,888,1105,1649,2809,3904,4907,high
12,225,664,900,1107,1663,2639,3880,4822,high
37,62,382,799,1005,1359,1936,3206,4243,low
40,57,368,797,1049,1309,1874,3244,4107,low
19,100,376,753,1069,1382,1845,3249,4149,low
40,55,400,774,1032,1323,1918,3154,4406,low
7,81,353,782,1049,1484,1814,3202,4283,low
38,52,394,760,1070,1425,1939,3253,4126,low
11,97,364,783,1077,1485,1985,3102,4189,low
39,56,354,788,1067,1301,1928,3300,4266,low
18,90,390,770,1051,1480,1815,3172,4202,low
26,57,367,759,1097,1352,1916,3210,4252,low
44,72,384,757,1030,1460,1978,3156,4145,low
18,63,383,787,1079,1307,1854,3139,4230,low
18,82,388,784,1090,1341,1839,3218,4446,low
9,55,374,788,1006,1475,1820,3106,4397,low
13,66,390,791,1017,1470,1812,3215,4194,low
30,87,399,789,1071,1344,1824,3265,4343,low
45,82,393,785,1058,1464,1980,3239,4340,low
11,80,386,767,1071,1382,1982,3149,4470,low
30,79,396,751,1010,1302,1995,3268,4185,low
35,61,353,800,1096,1408,1832,3178,4408,low
7,77,361,782,1086,1427,1952,3291,4242,low
28,94,359,783,1082,1326,1801,3199,4394,low
36,74,375,783,1079,1434,1935,3105,4183,low
35,80,384,761,1086,1426,1883,3157,4464,low
8,52,398,799,1094,1480,1952,3259,4439,low
44,52,367,789,1028,1490,1803,3242,4273,low
18,52,354,788,1067,1365,1820,3130,4310,low
11,61,367,756,1051,1305,1976,3165,4170,low
19,51,375,777,1046,1434,1885,3252,4385,low
38,81,392,778,1011,1340,1842,3149,4338,low
23,138,523,834,1086,1599,2394,3712,4545,mid
35,124,369,836,1125,1579,1953,3776,4666,mid
17,116,456,816,1098,1535,2094,3229,4584,mid
23,162,489,846,1096,1454,2096,3295,4694,mid
12,183,521,830,1119,1488,2366,3567,4581,mid
12,141,465,795,1095,1543,2088,3788,4545,mid
32,94,451,798,1086,1554,2100,3378,4548,mid
18,106,338,862,1110,1534,2348,3403,4628,mid
40,168,447,798,1112,1480,2330,3659,4537,mid
31,103,486,793,1094,1570,2011,3368,4521,mid
33,175,466,828,1096,1535,2285,3376,4551,mid
45,107,488,789,1084,1516,2059,3200,4556,mid
24,198,521,792,1118,1511,2397,3233,4599,mid
28,117,346,861,1102,1596,2210,3388,4688,mid
24,117,342,871,1115,1468,2187,3584,4406,mid
46,136,333,832,1130,1529,2282,3272,4655,mid
18,166,475,823,1085,1528,2147,3338,4691,mid
46,187,452,855,1130,1504,2282,3469,4578,mid
19,128,388,850,1098,1499,2053,3597,4689,mid
11,154,529,879,1085,1483,2261,3481,4656,mid
24,144,396,884,1081,1527,2360,3361,4457,mid
32,114,451,780,1103,1552,2360,3309,4466,mid
22,185,389,857,1111,1484,2340,3457,4449,mid
20,168,419,823,1094,1522,2131,3643,4509,mid
9,154,343,817,1102,1562,2333,3481,4606,mid
18,184,391,893,1084,1469,1976,3435,4523,mid
27,112,488,828,1091,1592,2045,3770,4644,mid
17,142,526,863,1104,1464,2074,3453,4585,mid
38,113,459,845,1097,1512,2091,3535,4526,mid
47,131,430,849,1125,1595,1980,3317,4576,mid
30,273,606,919,1157,1575,2428,3827,4623,high
16,203,556,888,1171,1562,2704,3723,4752,high
16,273,497,889,1117,1586,2962,3870,4741,high
47,252,657,887,1156,1566,2947,3838,4616,high
41,221,657,910,1141,1671,2723,3773,4958,high
8,191,626,898,1146,1596,2761,3967,4904,high
46,200,518,880,1162,1557,2253,3611,4628,high
7,204,630,867,1119,1615,2328,3713,4746,high
46,209,569,868,1161,1578,2838,3614,4805,high
12,190,489,910,1139,1631,2505,3611,4755,high
20,183,537,889,1106,1585,2576,3864,4952,high
44,272,595,890,1152,1645,2690,3737,4645,high
21,273,586,850,1141,1632,2587,3760,4941,high
30,220,494,857,1171,1650,2440,3774,4922,high
26,184,659,889,1174,1606,2715,3884,4727,high
26,261,602,916,1174,1639,2357,3926,4864,high
11,236,666,920,1129,1590,2913,3729,4824,high
46,243,675,850,1109,1659,2764,3887,4838,high
44,234,621,901,1135,1638,2973,3699,4899,high
31,275,596,858,1135,1571,2520,3626,4651,high
45,183,579,860,1124,1613,2561,3776,4975,high
18,265,568,910,1130,1582,2818,3659,4691,high
21,181,497,914,1164,1603,2387,3975,4822,high
30,186,572,873,1142,1609,2606,3528,4638,high
30,191,579,911,1123,1564,2205,3935,4885,high
31,222,494,888,1128,1566,2721,3544,4626,high
8,200,663,915,1168,1606,2461,3970,4769,high
40,208,671,860,1129,1660,2317,3958,4604,high
23,220,592,897,1121,1597,2360,3587,4962,high
41,254,650,900,1124,1613,2658,3530,4880,high
16,68,378,764,1081,1444,1929,3168,4198,low
20,58,368,754,1038,1478,1804,3231,4411,low
27,64,393,794,1012,1334,1924,3210,4323,low
19,72,359,759,1008,1329,1983,3260,4248,low
34,59,395,754,1097,1326,1855,3100,4300,low
12,60,365,795,1030,1455,1837,3255,4307,low
8,55,362,756,1014,1462,1902,3111,4448,low
33,77,399,773,1057,1367,1852,3199,4164,low
32,97,386,762,1008,1469,1888,3293,4141,low
17,78,396,795,1042,1464,1977,3256,4156,low
43,82,394,791,1073,1443,1828,3191,4226,low
44,75,377,798,1076,1317,1902,3205,4383,low
13,85,375,785,1057,1457,1806,3259,4146,low
10,90,364,783,1006,1420,1921,3168,4323,low
29,57,368,753,1069,1486,1911,3191,4334,low
38,64,384,791,1095,1404,1895,3132,4164,low
34,84,391,792,1053,1446,1987,3176,4459,low
35,68,390,751,1087,1410,1882,3174,4429,low
25,98,364,764,1036,1417,1923,3223,4119,low
30,68,379,770,1099,1466,1801,3207,4138,low
46,53,381,786,1023,1400,1999,3263,4359,low
19,54,370,783,1035,1443,1827,3229,4147,low
46,96,360,761,1029,1416,1850,3209,4226,low
9,82,351,765,1034,1356,1856,3103,4330,low
29,99,354,787,1086,1407,1990,3259,4351,low
20,85,354,759,1024,1411,1928,3141,4365,low
15,62,394,753,1090,1372,1999,3166,4312,low
41,69,364,773,1095,1354,1886,3137,4343,low
21,65,378,750,1091,1300,1916,3211,4326,low
10,85,380,775,1021,1397,1957,3204,4344,low
22,194,453,842,1127,1553,2349,3668,4672,mid
16,140,510,816,1111,1510,2193,3633,4452,mid
9,150,337,847,1125,1564,2105,3433,4621,mid
34,129,382,792,1124,1452,2063,3672,4469,mid
39,119,421,848,1091,1487,1949,3558,4435,mid
40,176,548,862,1105,1473,2207,3764,4439,mid
19,86,467,859,1105,1470,2393,3585,4447,mid
47,134,405,786,1125,1463,2221,3207,4459,mid
42,117,451,878,1123,1461,2023,3315,4417,mid
34,112,546,886,1112,1517,2144,3527,4519,mid
22,156,428,780,1101,1508,2145,3351,4491,mid
30,163,470,870,1122,1496,2155,3528,4676,mid
7,88,517,788,1104,1550,2021,3801,4692,mid
19,154,378,842,1115,1551,2230,3557,4663,mid
17,113,366,780,1107,1521,2210,3507,4464,mid
20,87,426,875,1087,1460,2141,3216,4679,mid
30,153,398,820,1129,1533,2118,3572,4634,mid
20,144,503,857,1112,1495,2251,3586,4681,mid
38,190,420,806,1130,1482,2325,3277,4456,mid
24,181,397,783,1127,1593,2126,3383,4602,mid
30,100,485,855,1105,1559,2272,3657,4543,mid
15,187,387,845,1121,1529,2235,3258,4647,mid
28,164,488,792,1112,1496,1993,3312,4638,mid
13,193,510,887,1099,1595,2366,3575,4606,mid
19,177,466,876,1128,1470,2297,3321,4428,mid
11,87,411,780,1104,1468,1946,3523,4541,mid
40,112,398,867,1104,1577,2139,3642,4598,mid
18,124,414,896,1087,1573,2286,3746,4532,mid
46,148,534,807,1107,1589,2233,3514,4434,mid
8,161,456,820,1126,1582,2334,3622,4411,mid
40,251,562,884,1164,1563,2331,3647,4691,high
10,215,565,897,1120,1649,2506,3720,4610,high
18,255,613,921,1162,1664,2718,3951,4702,high
45,239,556,886,1168,1615,2334,3627,4707,high
46,240,499,918,1110,1622,2862,3780,4661,high
25,250,626,921,1151,1554,2694,3590,4704,high
17,266,612,867,1124,1651,2562,3784,4792,high
41,187,633,852,1129,1569,2769,3635,4750,high
9,272,553,907,1168,1653,2511,3562,4834,high
47,227,617,864,1158,1626,2941,3691,4952,high
17,263,662,921,1119,1576,2932,3629,4787,high
10,248,594,856,1139,1557,2210,3783,4729,high
14,223,534,851,1175,1649,2924,3891,4852,high
16,185,670,910,1172,1612,2422,3892,4707,high
43,256,526,923,1111,1566,2300,3758,4827,high
11,205,628,901,1111,1673,2723,3808,4804,high
8,273,619,906,1114,1648,2220,3829,4871,high
28,249,669,877,1104,1605,2621,3769,4775,high
42,187,555,853,1173,1644,2938,3565,4740,high
31,262,613,919,1136,1586,2729,3564,4656,high
23,194,522,863,1128,1613,2334,3830,4921,high
19,198,558,861,1172,1646,2638,3876,4743,high
9,260,652,912,1102,1661,2698,3533,4954,high
15,273,586,919,1122,1600,2655,3718,4769,high
29,266,585,863,1129,1578,2579,3631,4838,high
36,252,522,894,1164,1611,2465,3574,4860,high
46,260,655,859,1145,1651,2633,3907,4950,high
17,229,566,895,1127,1628,2953,3790,4849,high
11,194,644,873,1149,1595,2206,3595,4788,high
45,183,544,900,1145,1570,2471,3782,4666,high
7,94,355,772,1082,1467,1924,3152,4222,low
24,83,389,781,1047,1379,1857,3212,4160,low
25,96,397,764,1081,1457,1810,3203,4143,low
47,69,383,800,1077,1432,1814,3282,4207,low
15,50,394,761,1058,1471,1839,3143,4420,low
46,55,361,775,1076,1330,1828,3276,4428,low
13,55,386,777,1034,1345,1902,3103,4486,low
33,89,391,770,1070,1369,1832,3185,4345,low
13,86,357,756,1078,1475,1898,3213,4196,low
44,70,374,792,1087,1369,1998,3255,4450,low
7,83,361,785,1054,1386,1870,3206,4426,low
17,84,385,788,1069,1454,1996,3135,4192,low
26,94,399,791,1022,1334,1881,3122,4446,low
47,65,391,753,1082,1370,1975,3269,4492,low
22,59,378,790,1041,1373,1867,3296,4454,low
10,58,357,786,1084,1335,1976,3198,4411,low
10,74,378,771,1075,1448,1821,3264,4196,low
28,60,393,758,1092,1458,1887,3226,4375,low
28,94,351,761,1093,1473,1925,3271,4492,low
28,74,384,754,1024,1374,1987,3261,4225,low
13,60,354,759,1095,1392,1820,3209,4376,low
39,55,400,786,1097,1306,1961,3207,4443,low
22,61,381,769,1010,1382,1965,3101,4471,low
16,54,378,781,1018,1438,1984,3229,4179,low
32,93,373,791,1043,1315,1831,3300,4120,low
36,89,399,796,1002,1311,1930,3278,4115,low
32,92,373,799,1045,1318,1930,3107,4183,low
17,91,359,752,1077,1367,1828,3122,4216,low
16,95,371,794,1033,1393,1835,3237,4445,low
29,55,386,758,1063,1400,1882,3108,4227,low
46,178,530,848,1128,1459,2076,3245,4432,mid
33,194,333,791,1117,1552,2227,3764,4476,mid
7,146,461,894,1100,1515,2039,3304,4517,mid
43,173,396,879,1080,1543,1969,3759,4581,mid
24,87,484,848,1097,1523,1917,3629,4579,mid
31,187,463,845,1121,1510,2400,3418,4526,mid
26,169,434,841,1122,1451,2154,3782,4575,mid
15,82,365,803,1097,1570,2345,3420,4596,mid
33,181,336,896,1098,1460,2101,3298,4629,mid
41,86,536,859,1116,1491,2034,3521,4496,mid
37,84,404,801,1099,1584,2291,3664,4467,mid
29,139,517,789,1112,1492,2299,3566,4420,mid
11,138,546,836,1110,1557,2160,3626,4520,mid
35,91,519,884,1103,1546,2250,3637,4443,mid
19,141,462,894,1102,1581,2180,3380,4616,mid
18,155,346,870,1088,1581,2087,3329,4576,mid
13,127,460,826,1127,1460,2074,3791,4444,mid
10,138,441,836,1094,1547,2175,3683,4661,mid
26,128,509,800,1110,1462,2381,3528,4516,mid
24,192,397,824,1081,1495,2036,3253,4593,mid
10,110,535,898,1120,1535,2109,3331,4539,mid
32,83,460,815,1093,1548,1970,3762,4406,mid
23,154,345,847,1102,1594,2293,3447,4553,mid
8,158,402,868,1123,1587,2125,3439,4608,mid
39,150,333,801,1112,1557,1955,3414,4695,mid
16,140,535,842,1123,1549,1928,3264,4505,mid
33,126,501,818,1098,1520,2330,3309,4567,mid
26,95,469,805,1087,1569,2157,3409,4688,mid
12,182,472,811,1085,1584,2265,3757,4509,mid
21,146,497,879,1089,1475,2081,3291,4534,mid
24,208,672,865,1143,1582,2775,3917,4931,high
36,269,548,857,1101,1609,2412,3669,4838,high
41,260,575,917,1141,1582,2337,3615,4619,high
37,259,551,865,1148,1574,2337,3516,4812,high
34,243,653,889,1133,1649,2822,3924,4796,high
11,260,587,881,1145,1636,2345,3542,4660,high
25,212,599,912,1146,1600,2875,3546,4620,high
8,227,497,855,1105,1638,2947,3926,4714,high
42,226,639,919,1168,1625,2587,3564,4756,high
19,207,540,898,1106,1663,2794,3874,4926,high
41,246,619,885,1137,1645,2566,3887,4632,high
15,221,660,890,1175,1562,2817,3614,4795,high
20,267,588,912,1138,1617,2924,3724,4769,high
9,264,558,861,1151,1623,2796,3521,4609,high
13,196,613,859,1155,1669,2556,3783,4815,high
11,186,637,914,1100,1643,2423,3885,4658,high
17,218,652,854,1167,1605,2210,3533,4920,high
17,183,538,874,1121,1591,2782,3512,4684,high
19,215,643,856,1133,1594,2294,3855,4652,high
47,194,586,900,1142,1673,2963,3640,4960,high
41,190,576,924,1170,1570,2353,3895,4824,high
21,256,582,854,1102,1600,2363,3660,4622,high
38,226,666,893,1166,1608,2411,3829,4936,high
12,199,518,894,1125,1659,2676,3632,4869,high
38,232,631,887,1164,1560,2419,3786,4944,high
7,206,665,867,1158,1621,2303,3970,4798,high
43,183,496,855,1147,1583,2885,3528,4886,high
18,254,512,873,1159,1617,2393,3799,4852,high
26,181,664,859,1142,1641,2438,3973,4927,high
39,227,614,858,1109,1674,2819,3759,4644,high
10,99,366,771,1074,1338,1967,3220,4497,low
20,52,390,753,1004,1444,1818,3224,4193,low
17,87,353,785,1089,1311,1936,3202,4108,low
28,96,392,754,1031,1419,1878,3255,4438,low
11,90,393,799,1001,1460,1805,3177,4108,low
21,74,396,800,1017,1301,1994,3270,4172,low
8,78,373,793,1078,1372,1853,3177,4107,low
20,54,384,790,1041,1451,1984,3117,4266,low
